match,rival,date,season_order,player,jersey,position,shot_type,situation,body_part,xg,xgot,minute,added,goal_mouth,pitch_x,pitch_y,era
Neftchi - Imisli (23.11),Imisli,23.11,1123,I. Faraj,11,M,save,regular,head,0.1289,0.09913,34,0,high-centre,26.52,4.2,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,M. Ifeanyi,18,M,miss,corner,head,0.2424,,25,0,close-high-right,36.72,2.1,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,V. Aboubakar,45,F,save,throw-in-set-piece,left-foot,0.1834,0.5858,44,0,low-left,31.96,4.725,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,Igor,4,D,block,set-piece,right-foot,0.2364,,43,0,low-centre,31.28,5.25,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,E. Makhmudov,8,M,goal,corner,right-foot,0.05892,0.239,60,0,low-left,24.48,2.1,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,V. Aboubakar,45,F,block,regular,right-foot,0.1548,,71,0,low-centre,42.16,5.775,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,E. Makhmudov,8,M,save,free-kick,right-foot,0.04608,0.08655,56,0,low-left,21.76,14.7,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,M. Ifeanyi,18,M,save,regular,left-foot,0.2635,0.3301,53,0,low-centre,28.56,6.3,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,F. Vargas,10,M,miss,regular,right-foot,0.004792,,16,0,close-high-right,38.08,15.225,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,I. Faraj,11,M,miss,regular,left-foot,0.1199,,21,0,close-high-left,21.76,3.15,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,V. Aboubakar,45,F,miss,regular,right-foot,0.1539,,38,0,close-right,44.88,4.725,with
Neftchi - Imisli (23.11),Imisli,23.11,1123,I. Faraj,11,M,miss,regular,right-foot,0.101,,35,0,close-right,21.08,5.775,with
Turan_Tovuz - Neftchi (28.11),Turan_Tovuz,28.11,1128,V. Aboubakar,45,F,save,corner,head,0.1971,0.3813,42,0,low-centre,38.76,3.15,with
Turan_Tovuz - Neftchi (28.11),Turan_Tovuz,28.11,1128,V. Aboubakar,45,F,block,throw-in-set-piece,right-foot,0.004033,,57,0,low-centre,38.76,7.35,with
Turan_Tovuz - Neftchi (28.11),Turan_Tovuz,28.11,1128,S. D'almeida,6,M,miss,throw-in-set-piece,right-foot,0.06948,,57,0,close-left,34.0,11.55,with
Turan_Tovuz - Neftchi (28.11),Turan_Tovuz,28.11,1128,S. D'almeida,6,M,block,set-piece,right-foot,0.001696,,40,0,low-centre,29.92,16.8,with
Turan_Tovuz - Neftchi (28.11),Turan_Tovuz,28.11,1128,M. Mammadov,47,F,block,regular,left-foot,0.006835,,90,3,low-centre,48.96,11.55,with
Turan_Tovuz - Neftchi (28.11),Turan_Tovuz,28.11,1128,I. Faraj,11,M,block,regular,right-foot,0.03646,,40,0,low-centre,49.64,7.35,with
Turan_Tovuz - Neftchi (28.11),Turan_Tovuz,28.11,1128,C. Costin,27,D,block,regular,right-foot,0.004978,,90,2,low-centre,38.76,14.7,with
Turan_Tovuz - Neftchi (28.11),Turan_Tovuz,28.11,1128,M. Seck,24,D,save,free-kick,left-foot,0.1064,0.1934,62,0,high-right,55.08,9.975,with
Sabah - Neftchi (08.12),Sabah,08.12,1208,I. Faraj,11,M,save,regular,right-foot,0.05199,0.02141,40,0,high-centre,19.72,7.875,with
Sabah - Neftchi (08.12),Sabah,08.12,1208,V. Aboubakar,45,F,save,throw-in-set-piece,right-foot,0.1875,0.5176,29,0,high-right,39.44,2.625,with
Sabah - Neftchi (08.12),Sabah,08.12,1208,M. Məmmədov,—,M,save,regular,left-foot,0.01345,0.00284,9,0,low-centre,52.36,11.55,with
Sabah - Neftchi (08.12),Sabah,08.12,1208,M. Seck,24,D,miss,regular,left-foot,0.001819,,8,0,close-high-right,15.64,14.7,with
Sabah - Neftchi (08.12),Sabah,08.12,1208,B. Sambou,9,F,save,regular,right-foot,0.05738,0.06056,66,0,high-centre,23.12,11.025,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,F. Vargas,10,M,block,corner,right-foot,0.03364,,10,0,low-centre,28.56,5.775,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,C. Costin,27,D,save,regular,right-foot,0.02499,0.01542,67,0,low-right,51.0,3.675,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,I. Faraj,11,M,block,regular,right-foot,0.1495,,61,0,low-centre,36.04,5.775,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,I. Faraj,11,M,save,regular,right-foot,0.148,0.1213,22,0,low-centre,23.8,6.3,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,I. Faraj,11,M,miss,regular,right-foot,0.1031,,21,0,close-high,21.76,5.775,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,I. Faraj,11,M,goal,regular,right-foot,0.5618,,34,0,low-centre,29.24,3.675,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,B. Sambou,9,F,miss,set-piece,head,0.1683,,32,0,close-high,36.04,4.2,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,I. Faraj,11,M,miss,regular,left-foot,0.04883,,45,0,close-high-left,17.68,3.675,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,B. Sambou,9,F,miss,regular,head,0.185,,43,0,close-right,34.68,3.675,with
Neftchi - Sumqayit (15.12),Sumqayit,15.12,1215,B. Sambou,9,F,goal,regular,right-foot,0.2322,,49,0,low-left,43.52,4.725,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,B. Sambou,9,F,save,throw-in-set-piece,right-foot,0.3948,0.3724,53,0,low-centre,29.24,6.3,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,M. Seck,24,D,post,regular,left-foot,0.08527,,37,0,high,23.12,11.55,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,C. Costin,27,D,block,regular,right-foot,0.0135,,37,0,low-centre,40.12,12.075,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,I. Faraj,11,M,save,throw-in-set-piece,right-foot,0.09428,0.1701,53,0,low-centre,34.0,6.3,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,E. Badalov,15,D,miss,corner,head,0.1203,,14,0,close-high-left,29.24,4.725,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,I. Faraj,11,M,miss,throw-in-set-piece,right-foot,0.4126,,53,0,close-right,38.08,6.825,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,M. Ifeanyi,18,M,save,set-piece,left-foot,0.3102,0.3493,66,0,low-centre,35.36,5.25,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,B. Sambou,9,F,miss,regular,right-foot,0.6497,,63,0,close-high,36.72,1.05,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,E. Makhmudov,8,M,goal,penalty,right-foot,0.76,0.81,90,7,low-right,34.0,5.25,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,B. Sambou,9,F,miss,regular,right-foot,0.09236,,73,0,close-left,34.0,6.825,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,B. Sambou,9,F,miss,regular,left-foot,0.3704,,88,0,close-high-left,36.04,4.725,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,B. Sambou,9,F,goal,regular,right-foot,0.2175,0.17,61,0,low-centre,43.52,4.2,with
Karvan - Neftchi (20.12),Karvan,20.12,1220,I. Faraj,11,M,block,regular,left-foot,0.1685,,6,0,low-centre,28.56,7.35,with
Neftchi - Zira (23.01),Zira,23.01,1323,J. Rezabala,23,M,save,corner,head,0.07716,0.2228,90,0,high-centre,40.8,2.625,with
Neftchi - Zira (23.01),Zira,23.01,1323,V. Aboubakar,45,F,miss,regular,left-foot,0.2306,,88,0,close-right,27.88,4.725,with
Neftchi - Zira (23.01),Zira,23.01,1323,I. Faraj,11,M,miss,regular,right-foot,0.1744,,65,0,close-high-right,23.8,5.25,with
Neftchi - Zira (23.01),Zira,23.01,1323,V. Aboubakar,45,F,save,regular,right-foot,0.1158,0.04266,71,0,low-right,48.28,5.25,with
Neftchi - Zira (23.01),Zira,23.01,1323,M. Məmmədov,—,M,block,corner,left-foot,0.02455,,72,0,low-centre,40.8,10.5,with
Neftchi - Zira (23.01),Zira,23.01,1323,I. Faraj,11,M,save,regular,right-foot,0.06212,0.02052,55,0,low-centre,23.12,9.975,with
Neftchi - Zira (23.01),Zira,23.01,1323,S. D'almeida,6,M,block,regular,right-foot,0.004792,,16,0,low-centre,38.08,9.45,with
Neftchi - Zira (23.01),Zira,23.01,1323,A. Shtohrin,70,M,miss,regular,head,0.161,,45,0,close-high,34.0,4.2,with
Neftchi - Zira (23.01),Zira,23.01,1323,F. Vargas,10,M,save,regular,right-foot,0.03249,0.1727,49,0,low-left,46.92,16.8,with
Araz - Neftchi (01.02),Araz,01.02,1401,B. Sambou,9,F,goal,regular,right-foot,0.2409,0.2526,40,0,low-centre,27.88,5.775,with
Araz - Neftchi (01.02),Araz,01.02,1401,E. Badalov,15,D,save,set-piece,head,0.08739,0.1395,14,0,low-centre,25.84,1.575,with
Araz - Neftchi (01.02),Araz,01.02,1401,M. Ifeanyi,18,M,block,corner,right-foot,0.02808,,36,0,low-centre,40.12,7.35,with
Araz - Neftchi (01.02),Araz,01.02,1401,A. Shtohrin,70,M,miss,throw-in-set-piece,right-foot,0.07855,,24,0,close-right,40.12,6.825,with
Araz - Neftchi (01.02),Araz,01.02,1401,M. Məmmədov,—,M,block,regular,left-foot,0.01745,,35,0,low-centre,48.96,11.55,with
Araz - Neftchi (01.02),Araz,01.02,1401,Igor,4,D,goal,set-piece,left-foot,0.3519,0.4131,4,0,low-centre,32.64,3.15,with
Araz - Neftchi (01.02),Araz,01.02,1401,F. Vargas,10,M,miss,corner,right-foot,0.01103,,10,0,close-right,38.76,12.075,with
Araz - Neftchi (01.02),Araz,01.02,1401,B. Sambou,9,F,save,throw-in-set-piece,right-foot,0.03232,0.1359,1,0,low-right,44.2,3.15,with
Araz - Neftchi (01.02),Araz,01.02,1401,A. Curci,28,M,goal,regular,right-foot,0.03483,0.442,84,0,high-right,18.36,11.025,with
Araz - Neftchi (01.02),Araz,01.02,1401,M. Məmmədov,—,M,save,regular,left-foot,0.03613,0.07165,52,0,low-right,42.16,13.65,with
Araz - Neftchi (01.02),Araz,01.02,1401,A. Shtohrin,70,M,miss,corner,right-foot,0.07589,,71,0,close-high,26.52,5.775,with
Araz - Neftchi (01.02),Araz,01.02,1401,A. Curci,28,M,save,regular,right-foot,0.0702,0.4158,88,0,low-right,18.36,6.3,with
Araz - Neftchi (01.02),Araz,01.02,1401,V. Aboubakar,45,F,goal,regular,right-foot,0.4136,0.725,90,2,low-centre,31.28,2.1,with
Araz - Neftchi (01.02),Araz,01.02,1401,Igor,4,D,miss,corner,head,0.1172,,82,0,close-left,29.24,3.15,with
Araz - Neftchi (01.02),Araz,01.02,1401,V. Aboubakar,45,F,block,regular,right-foot,0.1776,,76,0,low-centre,37.4,6.825,with
Araz - Neftchi (01.02),Araz,01.02,1401,A. Shtohrin,70,M,save,regular,right-foot,0.0807,0.04749,75,0,low-centre,20.4,6.3,with
Araz - Neftchi (01.02),Araz,01.02,1401,V. Aboubakar,45,F,save,regular,head,0.1455,0.1235,89,0,high-centre,31.28,5.25,with
Araz - Neftchi (01.02),Araz,01.02,1401,M. Seck,24,D,block,throw-in-set-piece,left-foot,0.0286,,43,0,low-centre,14.96,9.45,with
Araz - Neftchi (01.02),Araz,01.02,1401,M. Seck,24,D,block,regular,right-foot,0.06837,,70,0,low-centre,23.12,7.35,with
Araz - Neftchi (01.02),Araz,01.02,1401,B. Sambou,9,F,miss,free-kick,right-foot,0.0004857,,56,0,close-left,17.68,10.5,with
Araz - Neftchi (01.02),Araz,01.02,1401,A. Shtohrin,70,M,block,regular,left-foot,0.02235,,70,0,low-centre,17.68,8.4,with
Araz - Neftchi (01.02),Araz,01.02,1401,M. Məmmədov,—,M,block,throw-in-set-piece,left-foot,0.01841,,43,0,low-centre,27.88,5.25,with
Araz - Neftchi (01.02),Araz,01.02,1401,F. Sacko,77,D,block,corner,right-foot,0.002123,,48,0,low-centre,27.88,16.275,with
Neftchi - Gabala (10.02),Gabala,10.02,1410,A. Shtohrin,70,M,miss,regular,head,0.1165,,87,0,close-left,39.44,4.2,
Neftchi - Gabala (10.02),Gabala,10.02,1410,E. Safarov,7,M,miss,regular,right-foot,0.2738,,9,0,close-high-left,27.2,4.2,
Neftchi - Gabala (10.02),Gabala,10.02,1410,M. Məmmədov,—,M,save,regular,left-foot,0.03699,0.02943,9,0,low-centre,44.2,10.5,
Neftchi - Gabala (10.02),Gabala,10.02,1410,I. Faraj,11,M,save,regular,right-foot,0.158,0.3184,5,0,low-centre,23.12,7.875,
Neftchi - Gabala (10.02),Gabala,10.02,1410,M. Məmmədov,—,M,block,corner,left-foot,0.001371,,4,0,low-centre,50.32,11.55,
Neftchi - Gabala (10.02),Gabala,10.02,1410,F. Sacko,77,D,block,regular,right-foot,0.03897,,3,0,low-centre,50.32,5.775,
Neftchi - Gabala (10.02),Gabala,10.02,1410,A. Shtohrin,70,M,block,regular,right-foot,0.03957,,81,0,low-centre,42.84,10.5,
Neftchi - Gabala (10.02),Gabala,10.02,1410,I. Faraj,11,M,miss,regular,right-foot,0.06133,,66,0,close-high-right,19.72,6.3,
Neftchi - Gabala (10.02),Gabala,10.02,1410,M. Ifeanyi,18,M,block,regular,right-foot,0.03762,,58,0,low-centre,34.68,9.45,
Neftchi - Gabala (10.02),Gabala,10.02,1410,I. Faraj,11,M,miss,regular,right-foot,0.05162,,51,0,close-right,18.36,6.3,
Neftchi - Gabala (10.02),Gabala,10.02,1410,B. Sambou,9,F,save,regular,head,0.07591,0.02585,46,0,low-centre,31.96,6.825,
Neftchi - Gabala (10.02),Gabala,10.02,1410,E. Safarov,7,M,miss,regular,left-foot,0.1581,,40,0,close-high-left,24.48,3.15,
Neftchi - Gabala (10.02),Gabala,10.02,1410,M. Seck,24,D,save,regular,left-foot,0.02954,0.01574,31,0,low-centre,19.04,8.925,
Neftchi - Gabala (10.02),Gabala,10.02,1410,M. Məmmədov,—,M,block,corner,left-foot,0.01456,,25,0,low-centre,37.4,13.65,
Neftchi - Gabala (10.02),Gabala,10.02,1410,I. Faraj,11,M,save,regular,right-foot,0.1158,0.6521,19,0,high-right,34.0,9.45,
Neftchi - Gabala (10.02),Gabala,10.02,1410,M. Ifeanyi,18,M,block,regular,right-foot,0.01123,,17,0,low-centre,44.2,10.5,
Neftchi - Gabala (10.02),Gabala,10.02,1410,E. Makhmudov,8,M,goal,regular,head,0.2133,0.3328,12,0,high-centre,36.04,3.675,
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,B. Sambou,9,F,save,regular,left-foot,0.3071,0.7397,40,0,low-left,31.96,3.675,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,B. Sambou,9,F,goal,regular,right-foot,0.7091,0.8389,38,0,low-right,36.72,2.1,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,B. Sambou,9,F,goal,regular,head,0.406,0.7544,27,0,low-centre,34.68,1.575,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,E. Makhmudov,8,M,save,regular,right-foot,0.1449,0.1564,50,0,low-centre,27.88,6.3,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,M. Ifeanyi,18,M,miss,regular,left-foot,0.005636,,45,4,close-right,29.92,11.025,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,M. Seck,24,D,post,regular,left-foot,0.05028,,47,0,right,19.04,6.825,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,B. Sambou,9,F,miss,regular,left-foot,0.5789,,47,0,close-left,29.92,2.1,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,E. Makhmudov,8,M,goal,regular,right-foot,0.248,0.8129,40,0,low-right,26.52,0.525,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,I. Faraj,11,M,miss,regular,right-foot,0.02121,,17,0,close-high,34.68,13.125,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,E. Makhmudov,8,M,miss,regular,left-foot,0.001758,,17,0,close-left,49.64,9.45,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,B. Sambou,9,F,miss,regular,right-foot,0.1451,,16,0,close-left,42.84,6.825,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,B. Sambou,9,F,save,regular,head,0.1777,0.1814,20,0,low-centre,32.64,4.2,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,B. Sambou,9,F,miss,corner,head,0.2804,,6,0,close-high-left,29.92,2.1,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,M. Ifeanyi,18,M,miss,regular,right-foot,0.001374,,58,0,close-high-left,42.84,12.075,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,M. Məmmədov,—,M,miss,regular,left-foot,0.007204,,56,0,close-left,21.76,8.925,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,I. Faraj,11,M,save,regular,right-foot,0.1236,0.1268,52,0,low-centre,29.24,7.35,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,V. Aboubakar,45,F,post,regular,right-foot,0.2886,,77,0,left,30.6,4.2,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,M. Məmmədov,—,M,save,regular,right-foot,0.07392,0.07266,68,0,low-right,44.2,1.575,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,I. Faraj,11,M,miss,regular,left-foot,0.2286,,90,3,close-high-left,31.96,7.875,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,I. Faraj,11,M,save,regular,right-foot,0.02816,0.0346,90,3,high-centre,16.32,9.45,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,A. Shtohrin,70,M,block,regular,right-foot,0.6259,,90,2,low-centre,38.08,4.2,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,V. Aboubakar,45,F,post,regular,right-foot,0.306,,90,2,high,31.96,3.15,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,F. Vargas,10,M,save,regular,right-foot,0.2056,0.1901,90,2,low-centre,41.48,6.3,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,V. Aboubakar,45,F,post,regular,right-foot,0.276,,88,0,right,29.24,6.3,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,M. Məmmədov,—,M,block,throw-in-set-piece,left-foot,0.006279,,61,0,low-centre,30.6,7.875,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,V. Aboubakar,45,F,save,regular,right-foot,0.08264,0.05187,62,0,low-centre,30.6,9.975,with
Kapaz - Neftchi (15.02),Kapaz,15.02,1415,I. Faraj,11,M,save,regular,right-foot,0.4941,0.8477,67,0,low-left,31.96,4.2,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,B. Almeyda,33,F,save,regular,head,0.1822,0.6424,48,0,low-left,31.96,4.2,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,E. Safarov,7,M,miss,set-piece,right-foot,0.0161,,5,0,close-high-right,44.88,6.825,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,B. Almeyda,33,F,block,regular,left-foot,0.02041,,79,0,low-centre,37.4,10.5,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,V. Aboubakar,45,F,goal,corner,head,0.1545,0.5987,90,1,low-right,37.4,4.2,with
Samaxi - Neftchi (28.02),Samaxi,28.02,1428,V. Aboubakar,45,F,goal,regular,right-foot,0.5956,0.7372,60,0,low-centre,32.64,2.1,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,B. Almeyda,33,F,miss,regular,head,0.1468,,5,0,close-right,39.44,2.1,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,Igor,4,D,block,corner,right-foot,0.03823,,12,0,low-centre,36.72,6.3,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,B. Sambou,9,F,miss,regular,head,0.363,,21,0,close-high-right,32.64,2.1,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,I. Faraj,11,M,block,regular,right-foot,0.01106,,23,0,low-centre,19.04,8.4,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,Igor,4,D,miss,corner,head,0.09728,,30,0,close-left,34.0,4.725,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,E. Makhmudov,8,M,block,throw-in-set-piece,left-foot,0.001865,,34,0,low-centre,34.68,13.125,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,F. Vargas,10,M,block,regular,right-foot,0.007295,,34,0,low-centre,51.68,12.075,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,I. Faraj,11,M,block,corner,right-foot,0.01567,,39,0,low-centre,30.6,12.6,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,B. Almeyda,33,F,miss,regular,right-foot,0.02748,,39,0,close-high-right,24.48,7.875,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,B. Almeyda,33,F,miss,regular,head,0.2071,,45,3,close-high-right,39.44,1.575,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,S. D'almeida,6,M,block,regular,right-foot,0.01423,,62,0,low-centre,31.96,12.075,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,M. Khachayev,17,D,block,regular,right-foot,0.1756,,62,0,low-centre,32.64,8.4,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,V. Aboubakar,45,F,block,regular,right-foot,0.05586,,71,0,low-centre,38.08,3.675,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,V. Aboubakar,45,F,miss,set-piece,head,0.2234,,75,0,close-high-right,32.64,3.675,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,V. Aboubakar,45,F,block,throw-in-set-piece,right-foot,0.01256,,77,0,low-centre,24.48,6.825,with
Neftchi - Turan_Tovuz (09.03),Turan_Tovuz,09.03,1509,M. Məmmədov,—,M,save,regular,left-foot,0.02522,0.1336,84,0,high-right,37.4,12.6,with
